Content,ID
publisher2_content_26,175
publisher1_content_40,139
publisher2_content_20,169
publisher2_content_49,198
publisher2_content_44,193
publisher2_content_25,174
publisher1_content_38,137
publisher1_content_18,117
publisher2_content_50,199
publisher1_content_39,138
publisher2_content_38,187
publisher1_content_4,103
publisher1_content_35,134
publisher2_content_40,189
publisher1_content_14,113
