Policy,Iteration,Total Requests,Cache Hit Ratio,Latency,Hop Reduction
RandomForest,86,688,59.30232558139535,4.6782715376033343e-07,-1.4244186046511627
RandomForest,87,696,58.620689655172406,4.655328290215854e-07,-1.4482758620689655
RandomForest,88,704,59.09090909090909,4.6633861281655053e-07,-1.4318181818181819
RandomForest,89,712,59.55056179775281,4.6645657400066934e-07,-1.4157303370786516
RandomForest,90,720,60.0,4.6789646148681644e-07,-1.4
RandomForest,91,728,59.34065934065934,4.6471973041911706e-07,-1.4230769230769231
RandomForest,92,736,59.78260869565217,4.651753798775051e-07,-1.4076086956521738
RandomForest,93,744,60.215053763440864,4.659416855022471e-07,-1.3924731182795698
RandomForest,94,752,60.63829787234043,4.666916867519947e-07,-1.3776595744680853
RandomForest,95,760,61.05263157894737,4.6868073312859786e-07,-1.3631578947368421
RandomForest,96,768,61.458333333333336,4.7031790018081665e-07,-1.3489583333333333
RandomForest,97,776,61.855670103092784,4.703851090264075e-07,-1.3350515463917527
RandomForest,98,784,62.244897959183675,4.701468409324179e-07,-1.3214285714285714
RandomForest,99,792,62.62626262626263,4.708164870136916e-07,-1.308080808080808
RandomForest,100,800,63.0,4.729628562927246e-07,-1.2950000000000002
