iteration,num_users,lmm,samples,avg_hops,avg_hops_std,avg_delay,avg_delay_std,avg_success_rate,avg_success_rate_std
1,2,LMM-1,4,13.125,2.190176933491904,13.01875000000001,2.080668086817312,0.5625587605025346,0.06223584601218251
1,2,LMM-2,4,13.125,2.190176933491904,13.01875000000001,2.080668086817312,0.5625587605025346,0.06223584601218251
1,4,LMM-1,4,13.125,2.190176933491904,13.018749999999986,2.0806680868173055,0.491377553811878,0.06671183266226162
1,4,LMM-2,4,13.125,2.190176933491904,13.018749999999986,2.0806680868173055,0.491377553811878,0.06671183266226162
1,6,LMM-1,4,13.125,2.190176933491904,13.01874999999997,2.0806680868173038,0.4294588168775488,0.06908790526883501
1,6,LMM-2,4,13.125,2.190176933491904,13.01874999999997,2.0806680868173038,0.4294588168775488,0.06908790526883501
1,8,LMM-1,4,13.125,2.190176933491904,13.018749999999978,2.0806680868173064,0.3756566793991378,0.06986349446269378
1,8,LMM-2,4,13.125,2.190176933491904,13.018749999999978,2.0806680868173064,0.3756566793991378,0.06986349446269378
2,2,LMM-1,4,9.875,0.739509972887452,9.931250000000006,0.7025344742430804,0.7054187622478387,0.08220516174400896
2,2,LMM-2,4,9.875,0.739509972887452,9.931250000000006,0.7025344742430804,0.7054187622478387,0.08220516174400896
2,4,LMM-1,4,9.875,0.739509972887452,9.93124999999999,0.7025344742430789,0.6470411484194664,0.09445694576724438
2,4,LMM-2,4,9.875,0.739509972887452,9.93124999999999,0.7025344742430789,0.6470411484194664,0.09445694576724438
2,6,LMM-1,4,9.875,0.739509972887452,9.931249999999979,0.7025344742430781,0.5938794403944971,0.10453265752541198
2,6,LMM-2,4,9.875,0.739509972887452,9.931249999999979,0.7025344742430781,0.5938794403944971,0.10453265752541198
2,8,LMM-1,4,9.875,0.739509972887452,9.93124999999998,0.7025344742430784,0.5456352881146855,0.11255243328122004
2,8,LMM-2,4,9.875,0.739509972887452,9.93124999999998,0.7025344742430784,0.5456352881146855,0.11255243328122004
3,2,LMM-1,4,10.125,1.243734296383275,10.168750000000006,1.1815475815641134,0.7371837550304772,0.054539616953428446
