iteration,num_publishers,lmm,samples,avg_hops,avg_hops_std,avg_delay,avg_delay_std,avg_success_rate,avg_success_rate_std
1,4,LMM-1,4,16.0,0.0,15.749999999999982,1.7874245903380366e-14,0.38350479450213276,0.07221164308414975
1,4,LMM-2,4,16.0,0.0,15.749999999999982,1.7874245903380366e-14,0.38350479450213276,0.07221164308414975
1,6,LMM-1,4,14.0,0.0,13.849999999999985,1.66162967242209e-14,0.4345274946874738,0.07231093785324072
1,6,LMM-2,4,14.0,0.0,13.849999999999985,1.66162967242209e-14,0.4345274946874738,0.07231093785324072
1,8,LMM-1,4,12.5,0.0,12.424999999999986,1.2832564590325903e-14,0.4746460033897212,0.06956601220704756
1,8,LMM-2,4,12.5,0.0,12.424999999999986,1.2832564590325903e-14,0.4746460033897212,0.06956601220704756
1,10,LMM-1,4,10.0,0.0,10.049999999999988,1.0281408527026615e-14,0.5663735180117715,0.06491692051728555
1,10,LMM-2,4,10.0,0.0,10.049999999999988,1.0281408527026615e-14,0.5663735180117715,0.06491692051728555
2,4,LMM-1,4,11.0,0.0,10.99999999999999,1.1682163181672949e-14,0.5282055493730399,0.06783371173888794
2,4,LMM-2,4,11.0,0.0,10.99999999999999,1.1682163181672949e-14,0.5282055493730399,0.06783371173888794
2,6,LMM-1,4,10.0,0.0,10.049999999999988,1.09771810257693e-14,0.5762230804509247,0.06606225770753098
2,6,LMM-2,4,10.0,0.0,10.049999999999988,1.09771810257693e-14,0.5762230804509247,0.06606225770753098
2,8,LMM-1,4,9.5,0.0,9.574999999999989,9.840359552164707e-15,0.6000938655499807,0.06473011929130869
2,8,LMM-2,4,9.5,0.0,9.574999999999989,9.840359552164707e-15,0.6000938655499807,0.06473011929130869
2,10,LMM-1,4,9.0,0.0,9.09999999999999,9.524652439874977e-15,0.7874521438025425,0.039751420333004196
2,10,LMM-2,4,9.0,0.0,9.09999999999999,9.524652439874977e-15,0.7874521438025425,0.039751420333004196
3,4,LMM-1,4,12.0,0.0,11.949999999999989,1.3550179913572753e-14,0.6961425174153183,0.04969908061830334
3,4,LMM-2,4,12.0,0.0,11.949999999999989,1.3550179913572753e-14,0.6961425174153183,0.04969908061830334
3,6,LMM-1,4,10.40625,0.240035804620894,10.435937499999989,0.2280340143898404,0.6780432659631017,0.07815196862963171
3,6,LMM-2,4,10.40625,0.240035804620894,10.435937499999989,0.2280340143898404,0.6780432659631017,0.07815196862963171
3,8,LMM-1,4,10.0,0.0,10.049999999999988,1.09771810257693e-14,0.5792932054263373,0.059253546436819
3,8,LMM-2,4,10.0,0.0,10.049999999999988,1.09771810257693e-14,0.5792932054263373,0.059253546436819
3,10,LMM-1,4,8.5,0.0,8.62499999999999,8.826098480675078e-15,0.6331438918714202,0.060067413034380256
3,10,LMM-2,4,8.35329861111111,0.15474535954943358,8.485633680555546,0.14700809157195882,0.6377181719423488,0.06985493420780683
4,4,LMM-1,4,15.0,0.0,14.799999999999983,1.6687357476335705e-14,0.6293631174977224,0.05649005169907476
4,4,LMM-2,4,15.0,0.0,14.799999999999983,1.6687357476335705e-14,0.6293631174977224,0.05649005169907476
4,6,LMM-1,4,15.0,0.0,14.799999999999983,1.6687357476335705e-14,0.6293631174977224,0.05649005169907476
4,6,LMM-2,4,15.0,0.0,14.799999999999983,1.6687357476335705e-14,0.6293631174977224,0.05649005169907476
4,8,LMM-1,4,13.0,0.0,12.899999999999986,1.4266257867675778e-14,0.6689590782454933,0.05158924088371918
4,8,LMM-2,4,13.0,0.0,12.899999999999986,1.4266257867675778e-14,0.6689590782454933,0.05158924088371918
4,10,LMM-1,4,9.0,0.0,9.09999999999999,9.524652439874977e-15,0.7699017763857736,0.040075286735089734
4,10,LMM-2,4,9.0,0.0,9.09999999999999,9.524652439874977e-15,0.7699017763857736,0.040075286735089734
5,4,LMM-1,4,14.0,0.0,13.849999999999985,1.66162967242209e-14,0.6551647828577815,0.054678133585093006
5,4,LMM-2,4,14.0,0.0,13.849999999999985,1.66162967242209e-14,0.6551647828577815,0.054678133585093006
5,6,LMM-1,4,12.0,0.0,11.949999999999989,1.3550179913572753e-14,0.7009245812914232,0.04964317106562057
5,6,LMM-2,4,12.0,0.0,11.949999999999989,1.3550179913572753e-14,0.7009245812914232,0.04964317106562057
5,8,LMM-1,4,10.0,0.0,10.049999999999988,1.09771810257693e-14,0.5718708943328606,0.06550679730218129
5,8,LMM-2,4,10.0,0.0,10.049999999999988,1.09771810257693e-14,0.5718708943328606,0.06550679730218129
5,10,LMM-1,4,9.333333333333334,0.0,9.416666666666655,1.0281408527026615e-14,0.47544099053719946,0.07530829924973341
5,10,LMM-2,4,7.953125,0.4631318413049954,8.105468749999991,0.4399752492397531,0.5951351461067607,0.040368760163086374
6,4,LMM-1,4,13.0,0.0,12.899999999999986,1.4266257867675778e-14,0.6837938260254266,0.05182198893145592
6,4,LMM-2,4,13.0,0.0,12.899999999999986,1.4266257867675778e-14,0.6837938260254266,0.05182198893145592
6,6,LMM-1,4,13.0,0.0,12.899999999999986,1.4266257867675778e-14,0.6837938260254266,0.05182198893145592
6,6,LMM-2,4,13.0,0.0,12.899999999999986,1.4266257867675778e-14,0.6837938260254266,0.05182198893145592
6,8,LMM-1,4,10.5,0.0,10.524999999999988,1.09771810257693e-14,0.7760154270471671,0.03165059200661205
6,8,LMM-2,4,10.5,0.0,10.524999999999988,1.09771810257693e-14,0.7760154270471671,0.03165059200661205
6,10,LMM-1,4,11.0,0.0,10.99999999999999,1.1682163181672949e-14,0.7414305851238974,0.046407423189482606
6,10,LMM-2,4,11.0,0.0,10.99999999999999,1.1682163181672949e-14,0.7414305851238974,0.046407423189482606
7,4,LMM-1,4,11.0,0.0,10.99999999999999,1.1682163181672949e-14,0.7600937022426038,0.032310537910579716
7,4,LMM-2,4,11.0,0.0,10.99999999999999,1.1682163181672949e-14,0.7600937022426038,0.032310537910579716
7,6,LMM-1,4,10.5,0.0,10.524999999999988,1.09771810257693e-14,0.5468705770977912,0.06314716307574925
7,6,LMM-2,4,10.5,0.0,10.524999999999988,1.09771810257693e-14,0.5468705770977912,0.06314716307574925
7,8,LMM-1,4,9.5,0.0,9.574999999999989,9.840359552164707e-15,0.5803978074939014,0.0634397595412026
7,8,LMM-2,4,9.5,0.0,9.574999999999989,9.840359552164707e-15,0.5803978074939014,0.0634397595412026
7,10,LMM-1,4,9.0,0.0,9.09999999999999,9.524652439874977e-15,0.6085256137839155,0.062245961143510976
7,10,LMM-2,4,9.5,0.0,9.574999999999989,9.840359552164707e-15,0.6035131373831751,0.06557522672904757
