iteration,seed,num_publishers,num_users,lmm,avg_hops,avg_delay,avg_success_rate
1,1000,4,2,LMM-1,11.330885689589266,25.793914307053427,0.9844005803808814
1,1000,4,2,LMM-2,10.9,22.808662861921327,0.8473396524623331
1,1000,4,3,LMM-1,10.97110068765017,24.524656069635444,0.9051953348536722
1,1000,4,3,LMM-2,10.433333333333334,21.89094879565861,0.7895439152485394
1,1000,4,4,LMM-1,10.978534803815325,24.045698830059322,0.8285602738314678
1,1000,4,4,LMM-2,10.125,21.033824915926548,0.7568758872633672
1,1000,4,5,LMM-1,10.782962356806552,23.499997553104254,0.7600413966838644
1,1000,4,5,LMM-2,10.0,20.800252024515252,0.7115182582605717
1,1000,4,6,LMM-1,10.48580236477027,22.8085306651132,0.7034124909989506
1,1000,4,6,LMM-2,9.716666666666667,20.235161973761347,0.6750784732224662
1,1000,4,7,LMM-1,10.27357496598767,22.33619561924392,0.6499543238450942
1,1000,4,7,LMM-2,9.528571428571428,19.884107364284418,0.6369264354358639
1,1000,4,8,LMM-1,10.364424413287127,22.474102612262932,0.5917384942809369
1,1000,4,8,LMM-2,9.625,20.11580756277883,0.5976460554028932
1,1000,5,2,LMM-1,10.248257337219199,22.75910175524692,0.9878627541918732
1,1000,5,2,LMM-2,9.75,20.01643466163473,0.8822530628177996
1,1000,5,3,LMM-1,9.803595338582662,21.886158037649274,0.9825396572878992
1,1000,5,3,LMM-2,8.8,17.936687012107207,0.8681345935393885
1,1000,5,4,LMM-1,9.935843863704822,22.165150198284053,0.9767873808719727
1,1000,5,4,LMM-2,9.1,18.44751055749528,0.818870074069394
1,1000,5,5,LMM-1,10.148750275226359,22.235337607685793,0.8945129654837863
1,1000,5,5,LMM-2,9.879999999999999,20.293888096771152,0.7199988121790515
1,1000,5,6,LMM-1,9.902123491865005,21.82067569587161,0.8903019786824282
1,1000,5,6,LMM-2,9.433333333333334,19.39725011171417,0.695114627887248
1,1000,5,7,LMM-1,9.667467924884864,21.422377429363188,0.8862374683415146
1,1000,5,7,LMM-2,9.285714285714286,19.24157737896044,0.6543902375021375
1,1000,5,8,LMM-1,9.698260756411093,21.333130469466578,0.8143173466262663
1,1000,5,8,LMM-2,9.3125,19.3029497143845,0.6144310309806718
1,1000,6,2,LMM-1,10.247338092782742,22.527355298835204,0.9884110653076906
1,1000,6,2,LMM-2,9.8,19.9748171017646,0.8744344449508107
1,1000,6,3,LMM-1,9.803094857589446,21.66777525577965,0.9833417994943989
1,1000,6,3,LMM-2,9.033333333333333,18.425225519058728,0.8364332191462257
1,1000,6,4,LMM-1,9.95654916355979,21.98706500807281,0.9778579465271117
1,1000,6,4,LMM-2,9.525,19.543544138698365,0.7751056985032418
1,1000,6,5,LMM-1,10.182602583652395,22.112388371200023,0.8955645540038832
1,1000,6,5,LMM-2,9.760000000000002,20.053923045979648,0.7157480519999446
1,1000,6,6,LMM-1,9.88701983929459,21.5883196078681,0.8915774671971531
1,1000,6,6,LMM-2,9.666666666666668,19.93362051701874,0.6682057554690148
1,1000,6,7,LMM-1,9.629799774665765,21.112304008930757,0.8877424974209355
1,1000,6,7,LMM-2,9.2,19.04027783225738,0.6435407325681853
1,1000,6,8,LMM-1,9.708680108627451,21.161592839734876,0.8157710743749377
1,1000,6,8,LMM-2,9.0125,18.562323689495052,0.6250936690773912
1,1000,7,2,LMM-1,9.792252007866493,21.364940154333006,0.9900289000945609
1,1000,7,2,LMM-2,9.25,18.627914273075103,0.8950725746643471
1,1000,7,3,LMM-1,9.752187089292335,21.277183137431653,0.9852266818031652
1,1000,7,3,LMM-2,9.166666666666666,18.556415316851066,0.8397429629969286
1,1000,7,4,LMM-1,9.460309252746093,20.722560959439456,0.9809876297293953
1,1000,7,4,LMM-2,8.775,17.752697345647448,0.809750397283211
1,1000,7,5,LMM-1,9.787770671376594,21.434858393669053,0.9756182187720052
1,1000,7,5,LMM-2,9.08,18.402069298394366,0.7549927962246089
1,1000,7,6,LMM-1,9.489983507520902,20.83080891554554,0.9716443395567154
1,1000,7,6,LMM-2,8.816666666666666,17.94178950872968,0.7181505456498104
1,1000,7,7,LMM-1,9.768037517643275,21.214100740694025,0.8924400602383804
1,1000,7,7,LMM-2,9.185714285714287,18.75519454176378,0.6690351090807648
1,1000,7,8,LMM-1,9.400172795165158,20.511085696088102,0.890063342685141
1,1000,7,8,LMM-2,8.6625,17.72524136437679,0.6610645902289377
1,1000,8,2,LMM-1,9.748187211748803,21.14178555594454,0.9902783317884986
1,1000,8,2,LMM-2,9.3,18.709339334506115,0.8966338472181757
1,1000,8,3,LMM-1,9.839509655978437,21.37418458099585,0.9855824907115818
1,1000,8,3,LMM-2,9.2,18.55680734635059,0.8362422485910633
1,1000,8,4,LMM-1,9.438671120163699,20.552987830046895,0.98147026816797
1,1000,8,4,LMM-2,8.8,17.760837988626115,0.8065059218692037
1,1000,8,5,LMM-1,9.752941193155875,21.269797357350402,0.9762158912759912
1,1000,8,5,LMM-2,8.879999999999999,17.855935403555527,0.7678995266450259
1,1000,8,6,LMM-1,9.489997965269882,20.745976541656063,0.9723586187309768
1,1000,8,6,LMM-2,8.866666666666667,17.988733120808725,0.7066750570290996
1,1000,8,7,LMM-1,9.74308234802773,21.06267308462907,0.8946337926606385
1,1000,8,7,LMM-2,9.085714285714285,18.439181396452675,0.6637710871967577
1,1000,8,8,LMM-1,9.429621734169377,20.479199111135337,0.8919592628773376
1,1000,8,8,LMM-2,8.9125,18.156125545273657,0.6315841616918918
1,1000,9,2,LMM-1,9.378963967155391,20.115945561606857,0.9912493826894548
1,1000,9,2,LMM-2,9.2,18.64789236867346,0.8806361740294936
1,1000,9,3,LMM-1,9.24849969623084,19.854327614540924,0.9871986846135133
1,1000,9,3,LMM-2,9.0,18.071985006458004,0.8463874706623062
1,1000,9,4,LMM-1,9.756774708017437,21.111861247229164,0.9823832710893248
1,1000,9,4,LMM-2,9.05,18.140722768750692,0.8009726452594508
1,1000,9,5,LMM-1,9.554480513691818,20.429608691688557,0.9143436856148384
1,1000,9,5,LMM-2,9.059999999999999,18.259872598817793,0.7495464589885781
1,1000,9,6,LMM-1,9.278165718589175,19.88542321522059,0.9113606844740654
1,1000,9,6,LMM-2,8.816666666666666,17.763658406927256,0.7281015739732797
1,1000,9,7,LMM-1,9.08607859146383,19.568096948059083,0.9084276201285151
1,1000,9,7,LMM-2,8.8,17.90306951370685,0.6691207549825864
1,1000,9,8,LMM-1,9.146192506603692,19.569573839130275,0.8384952471930471
1,1000,9,8,LMM-2,8.925,18.186464355251815,0.6234264979401173
1,1000,10,2,LMM-1,8.792914336946422,18.486297378279104,0.9926946243563718
1,1000,10,2,LMM-2,8.45,16.616723227786526,0.9054937265069013
1,1000,10,3,LMM-1,8.813053737597551,18.538838410911772,0.9892119102207418
1,1000,10,3,LMM-2,8.3,16.22539389438922,0.8778663477177278
1,1000,10,4,LMM-1,8.484423300988121,17.903679817197958,0.9861620620970024
1,1000,10,4,LMM-2,8.0,15.722454377775389,0.8460847907517832
1,1000,10,5,LMM-1,8.563928442639611,18.084127697363222,0.9829394363478017
1,1000,10,5,LMM-2,8.28,16.277773697916153,0.809028420150209
1,1000,10,6,LMM-1,8.24403576450665,17.45403166141885,0.9800956611597635
1,1000,10,6,LMM-2,7.916666666666667,15.612701180393575,0.7811478866238536
1,1000,10,7,LMM-1,7.961755170132416,16.93920120816848,0.9778882783650517
1,1000,10,7,LMM-2,7.857142857142857,15.60733148351044,0.748686764787678
1,1000,10,8,LMM-1,7.660771610532689,16.34756771335097,0.9756169662235413
1,1000,10,8,LMM-2,7.7,15.390326359403929,0.7193395252924232
2,1001,4,2,LMM-1,14.0,30.609416195356054,0.7786114161163133
2,1001,4,2,LMM-2,12.9,27.85743845463213,0.8218469481849979
2,1001,4,3,LMM-1,13.666666666666666,29.93976961245685,0.6925191976981916
2,1001,4,3,LMM-2,12.8,27.908570561567007,0.7392204312447637
2,1001,4,4,LMM-1,13.25,29.21720068041422,0.6177523261421974
2,1001,4,4,LMM-2,12.6,27.735180177632042,0.6576840254049837
2,1001,4,5,LMM-1,13.0,28.786870146057538,0.5511141829020565
2,1001,4,5,LMM-2,11.919999999999998,26.228090092800976,0.6234357905986488
2,1001,4,6,LMM-1,12.833333333333334,28.48406475976942,0.49187477644569
2,1001,4,6,LMM-2,11.533333333333335,25.383400751081183,0.5898433215257856
2,1001,4,7,LMM-1,12.571428571428571,28.017916467464584,0.44162447274433464
2,1001,4,7,LMM-2,11.342857142857143,25.106162255683806,0.5366860815786935
2,1001,4,8,LMM-1,13.0,29.12985802907689,0.37740314010267484
2,1001,4,8,LMM-2,11.8875,26.54017924599578,0.4590128322411953
2,1001,5,2,LMM-1,14.0,30.609416195356054,0.7786114161163133
2,1001,5,2,LMM-2,12.9,27.85743845463213,0.8218469481849979
2,1001,5,3,LMM-1,13.666666666666666,29.93976961245685,0.6925191976981916
2,1001,5,3,LMM-2,12.8,27.908570561567007,0.7392204312447637
2,1001,5,4,LMM-1,13.25,29.21720068041422,0.6177523261421974
2,1001,5,4,LMM-2,12.6,27.735180177632042,0.6576840254049837
2,1001,5,5,LMM-1,13.0,28.786870146057538,0.5511141829020565
2,1001,5,5,LMM-2,11.919999999999998,26.228090092800976,0.6234357905986488
2,1001,5,6,LMM-1,12.833333333333334,28.48406475976942,0.49187477644569
2,1001,5,6,LMM-2,11.533333333333335,25.383400751081183,0.5898433215257856
2,1001,5,7,LMM-1,12.571428571428571,28.017916467464584,0.44162447274433464
2,1001,5,7,LMM-2,11.342857142857143,25.106162255683806,0.5366860815786935
2,1001,5,8,LMM-1,13.0,29.12985802907689,0.37740314010267484
2,1001,5,8,LMM-2,11.8875,26.54017924599578,0.4590128322411953
2,1001,6,2,LMM-1,12.0,25.8724084968707,0.8096485602875758
2,1001,6,2,LMM-2,11.55,24.60301556097608,0.8423155949820526
2,1001,6,3,LMM-1,11.333333333333334,24.696430629508555,0.7362470863955359
2,1001,6,3,LMM-2,10.8,23.236379039410913,0.7886444499303641
2,1001,6,4,LMM-1,11.0,24.099256544269842,0.6700044465023114
2,1001,6,4,LMM-2,11.225,24.262074365197567,0.7189526151571578
2,1001,6,5,LMM-1,11.4,24.81928815038358,0.6009017176260745
2,1001,6,5,LMM-2,10.84,23.388018723189298,0.6708220697010667
2,1001,6,6,LMM-1,11.333333333333334,24.79018064039871,0.5424150194024803
2,1001,6,6,LMM-2,10.666666666666668,23.175409196904077,0.6222102517907832
2,1001,6,7,LMM-1,11.428571428571429,25.038628449430874,0.4861203276262992
2,1001,6,7,LMM-2,10.285714285714286,22.336967118567095,0.5960705539646913
2,1001,6,8,LMM-1,11.875,26.159372720179515,0.42048964342878364
2,1001,6,8,LMM-2,10.5,22.9544808031423,0.5404145419894464
2,1001,7,2,LMM-1,12.0,25.8724084968707,0.8096485602875758
2,1001,7,2,LMM-2,11.55,24.60301556097608,0.8423155949820526
2,1001,7,3,LMM-1,11.333333333333334,24.696430629508555,0.7362470863955359
2,1001,7,3,LMM-2,10.8,23.236379039410913,0.7886444499303641
2,1001,7,4,LMM-1,11.0,24.099256544269842,0.6700044465023114
2,1001,7,4,LMM-2,11.225,24.262074365197567,0.7189526151571578
2,1001,7,5,LMM-1,11.4,24.81928815038358,0.6009017176260745
2,1001,7,5,LMM-2,10.84,23.388018723189298,0.6708220697010667
2,1001,7,6,LMM-1,11.333333333333334,24.79018064039871,0.5424150194024803
2,1001,7,6,LMM-2,10.666666666666668,23.175409196904077,0.6222102517907832
2,1001,7,7,LMM-1,11.428571428571429,25.038628449430874,0.4861203276262992
2,1001,7,7,LMM-2,10.285714285714286,22.336967118567095,0.5960705539646913
2,1001,7,8,LMM-1,11.875,26.159372720179515,0.42048964342878364
2,1001,7,8,LMM-2,10.5,22.9544808031423,0.5404145419894464
2,1001,8,2,LMM-1,11.5,25.462280819203976,0.9002641193049911
2,1001,8,2,LMM-2,11.15,23.47580150045548,0.8459194496554922
2,1001,8,3,LMM-1,11.333333333333334,25.0457660494982,0.8148823674254192
2,1001,8,3,LMM-2,10.933333333333334,23.335228944354924,0.7851352492875527
2,1001,8,4,LMM-1,11.25,24.9152624763828,0.7352345435967067
2,1001,8,4,LMM-2,10.825,23.3199866395555,0.7236630183000761
2,1001,8,5,LMM-1,11.0,24.493745330208277,0.667000341166007
2,1001,8,5,LMM-2,10.5,22.801041975149463,0.673887791544228
2,1001,8,6,LMM-1,10.666666666666666,23.679940605347603,0.6169157173789845
2,1001,8,6,LMM-2,10.133333333333333,21.980665369422454,0.642008000990048
2,1001,8,7,LMM-1,10.285714285714286,22.861482791954113,0.5726934941691225
2,1001,8,7,LMM-2,9.742857142857144,21.195555299594137,0.6118394397905691
2,1001,8,8,LMM-1,10.125,22.60036132237742,0.5232897052818085
2,1001,8,8,LMM-2,9.875,21.56547671929565,0.566542763875816
2,1001,9,2,LMM-1,11.0,22.872061041242013,0.8339967481679075
2,1001,9,2,LMM-2,9.9,20.102806117287244,0.883946920286751
2,1001,9,3,LMM-1,11.333333333333334,23.77527483499211,0.7530602076322906
2,1001,9,3,LMM-2,9.6,19.504798640840725,0.8432706978654563
2,1001,9,4,LMM-1,11.229535398836964,24.061802839122347,0.7503457298036897
2,1001,9,4,LMM-2,9.8,20.03707600147937,0.7865336623146264
2,1001,9,5,LMM-1,11.183691621152844,24.06967376583922,0.6787380589564717
2,1001,9,5,LMM-2,9.620000000000001,19.835023298756752,0.7371909591972561
2,1001,9,6,LMM-1,10.98641454637509,23.769069359045325,0.6169929219220006
2,1001,9,6,LMM-2,9.516666666666667,19.822895951288807,0.6887698573254297
2,1001,9,7,LMM-1,10.559851858404116,22.822986724475648,0.5746698668486105
2,1001,9,7,LMM-2,9.12857142857143,19.023317352893393,0.6630459693991033
2,1001,9,8,LMM-1,10.114914928507076,21.89789216378468,0.5379433273092741
2,1001,9,8,LMM-2,8.7125,18.20619316283716,0.6419013324253902
2,1001,10,2,LMM-1,10.5,22.19042754782349,0.9108166565884812
2,1001,10,2,LMM-2,10.25,21.23780461499394,0.8683062145400449
2,1001,10,3,LMM-1,10.666666666666666,22.309225398918603,0.8340927113609249
2,1001,10,3,LMM-2,9.933333333333334,20.252608609324998,0.8325743937723498
2,1001,10,4,LMM-1,10.0,20.939795586798756,0.783136929488973
2,1001,10,4,LMM-2,9.325,19.049296162767725,0.79881558172096
2,1001,10,5,LMM-1,9.6,20.188403520199685,0.7286074397380584
2,1001,10,5,LMM-2,8.9,18.311420009464975,0.7591169902796711
2,1001,10,6,LMM-1,9.166666666666666,19.33467430520278,0.6877215103080483
2,1001,10,6,LMM-2,8.5,17.554002897878387,0.7320467241646644
2,1001,10,7,LMM-1,8.857142857142858,18.766874508418656,0.6438928311221807
2,1001,10,7,LMM-2,8.157142857142857,16.94681813209575,0.7025955609910571
2,1001,10,8,LMM-1,8.5,18.06347112944229,0.6110646568172909
2,1001,10,8,LMM-2,7.775,16.188300310429128,0.6899960262707039
3,1002,4,2,LMM-1,11.5,23.906515990863248,0.8312148192566575
3,1002,4,2,LMM-2,9.9,20.04803208573424,0.881084274230336
3,1002,4,3,LMM-1,11.333333333333334,23.66801799250167,0.759379874949847
3,1002,4,3,LMM-2,10.566666666666666,21.711216180610887,0.8136218695349842
3,1002,4,4,LMM-1,10.78729333333876,23.007573000099104,0.7593448812992629
3,1002,4,4,LMM-2,9.775,20.135832117813457,0.7764235499255723
3,1002,4,5,LMM-1,10.429666006446435,22.315002401704554,0.7009163958834872
3,1002,4,5,LMM-2,9.5,19.72967790832305,0.7340294305760258
3,1002,4,6,LMM-1,10.048337614013931,21.80459353388747,0.6998781916313032
3,1002,4,6,LMM-2,9.416666666666666,19.629141323074894,0.6926612699248402
3,1002,4,7,LMM-1,10.755598899818684,23.297717483162245,0.6140796004084172
3,1002,4,7,LMM-2,9.814285714285713,20.451030461863635,0.6437376542572633
3,1002,4,8,LMM-1,10.911062335201143,23.592571829974702,0.5532412490774576
3,1002,4,8,LMM-2,9.6875,20.13201756918266,0.6165715267826456
3,1002,5,2,LMM-1,11.0,22.379863121048203,0.847740973594167
3,1002,5,2,LMM-2,10.65,21.67748531915184,0.8582456968075579
3,1002,5,3,LMM-1,11.0,22.55412926138999,0.776825833256258
3,1002,5,3,LMM-2,10.466666666666665,21.3782307715452,0.8102306061378309
3,1002,5,4,LMM-1,10.51620324045346,21.926964129598023,0.7742934728796176
3,1002,5,4,LMM-2,10.15,20.91315976268043,0.7545991317334639
3,1002,5,5,LMM-1,10.212768675900119,21.394029129044156,0.7164346463511124
3,1002,5,5,LMM-2,9.76,20.238326498848924,0.7160806502687459
3,1002,5,6,LMM-1,10.082089213699565,21.368942971250743,0.7135651199857548
3,1002,5,6,LMM-2,9.933333333333334,20.493411208798655,0.6758658400088519
3,1002,5,7,LMM-1,9.980770580088656,21.345789794143844,0.7100041370602279
3,1002,5,7,LMM-2,9.742857142857144,20.102469887040122,0.6429635723154442
3,1002,5,8,LMM-1,9.757342504220219,20.979580276812065,0.7074647009019033
3,1002,5,8,LMM-2,9.5375,19.84855917833749,0.5924695521636542
3,1002,6,2,LMM-1,10.5,21.326564745105944,0.8538207609797359
3,1002,6,2,LMM-2,9.85,19.776637522686382,0.8888681235735291
3,1002,6,3,LMM-1,10.333333333333334,21.137324802584754,0.7883232003903766
3,1002,6,3,LMM-2,9.6,19.364712927564003,0.8466995281348035
3,1002,6,4,LMM-1,10.0,20.83565500803189,0.7858072273068484
3,1002,6,4,LMM-2,9.2,18.69452500202579,0.8172611631251471
3,1002,6,5,LMM-1,9.6,20.093691625068868,0.7325528777419894
3,1002,6,5,LMM-2,9.16,18.739927585966164,0.7593121785873825
3,1002,6,6,LMM-1,9.21202692374382,19.423358769845123,0.7313831803011518
3,1002,6,6,LMM-2,9.216666666666665,18.756002047152755,0.7458726496359793
3,1002,6,7,LMM-1,9.143336693546868,19.444176114067087,0.7279058349697711
3,1002,6,7,LMM-2,9.3,19.05089343118936,0.6830320365378706
3,1002,6,8,LMM-1,8.833997536038302,18.90888169447655,0.7255522407154894
3,1002,6,8,LMM-2,9.1625,18.8343947797672,0.6530860145145109
3,1002,7,2,LMM-1,10.5,21.570417907747302,0.8451188191551708
3,1002,7,2,LMM-2,9.8,19.585339615095528,0.8928880485991847
3,1002,7,3,LMM-1,10.333333333333334,21.33539609909097,0.7774422266369079
3,1002,7,3,LMM-2,9.533333333333333,19.166529400449622,0.8451557283024107
3,1002,7,4,LMM-1,10.0,20.893828699327994,0.7777353115841711
3,1002,7,4,LMM-2,9.375,19.067167672808928,0.7888869788327106
3,1002,7,5,LMM-1,9.6,20.163484003774848,0.7226789078357646
3,1002,7,5,LMM-2,9.3,19.014077710919732,0.7339849355781203
3,1002,7,6,LMM-1,9.212026017965105,19.466709450300023,0.7222778018187186
3,1002,7,6,LMM-2,9.65,19.73392603027809,0.6792649751675399
3,1002,7,7,LMM-1,9.294147667255604,19.72525689058147,0.7212460346943128
3,1002,7,7,LMM-2,9.557142857142857,19.47037584157976,0.6494945124696181
3,1002,7,8,LMM-1,9.231453322466376,19.74444585952343,0.719188144792245
3,1002,7,8,LMM-2,9.2125,18.779998783157865,0.6400034758257652
3,1002,8,2,LMM-1,10.5,21.21711957944929,0.8526816523299855
3,1002,8,2,LMM-2,9.5,18.711594176113962,0.9045304546326047
3,1002,8,3,LMM-1,10.333333333333334,20.978687290764483,0.7889843293693094
3,1002,8,3,LMM-2,9.733333333333333,19.351030642434683,0.8442740522877384
3,1002,8,4,LMM-1,10.0,20.528044844250193,0.79057568658049
3,1002,8,4,LMM-2,9.15,18.240704195666915,0.8210923865217653
3,1002,8,5,LMM-1,9.6,19.794819334469558,0.7390710556544215
3,1002,8,5,LMM-2,8.72,17.4626164404895,0.8019116857201848
3,1002,8,6,LMM-1,9.194503460686624,19.149143327292222,0.7388695473908862
3,1002,8,6,LMM-2,8.616666666666665,17.178780776679886,0.7764709858104814
3,1002,8,7,LMM-1,9.298890788819426,19.545604378558217,0.7367179940970262
