Policy,Iteration,Total Requests,Cache Hit Ratio,Latency,Hop Reduction
LFU,96,768,65.625,2.0954757928848267e-07,-1.203125
LFU,97,776,64.94845360824742,2.086162567138672e-07,-1.22680412371134
LFU,98,784,64.28571428571429,2.0831215138338052e-07,-1.25
LFU,99,792,64.64646464646465,2.0891729027333887e-07,-1.2373737373737375
LFU,100,800,65.0,2.0891427993774413e-07,-1.225
FIFO,1,8,0.0,3.2782554626464844e-07,-3.5
FIFO,2,16,0.0,2.384185791015625e-07,-3.5
FIFO,3,24,0.0,2.086162567138672e-07,-3.5
FIFO,4,32,0.0,1.862645149230957e-07,-3.5
FIFO,5,40,0.0,1.6689300537109374e-07,-3.5
FIFO,6,48,0.0,1.5397866566975912e-07,-3.5
FIFO,7,56,0.0,1.5326908656529016e-07,-3.5
FIFO,8,64,12.5,1.601874828338623e-07,-3.0625
FIFO,9,72,22.22222222222222,1.6225708855523004e-07,-2.7222222222222223
FIFO,10,80,20.0,1.549720764160156e-07,-2.8
FIFO,11,88,18.181818181818183,1.517209139737216e-07,-2.8636363636363638
FIFO,12,96,25.0,1.4901161193847656e-07,-2.625
FIFO,13,104,30.76923076923077,1.421341529259315e-07,-2.423076923076923
FIFO,14,112,35.714285714285715,1.362391880580357e-07,-2.25
FIFO,15,120,40.0,1.3907750447591147e-07,-2.1
FIFO,16,128,37.5,1.4156103134155273e-07,-2.1875
FIFO,17,136,35.294117647058826,1.4550545636345357e-07,-2.264705882352941
FIFO,18,144,38.88888888888889,1.4735592736138238e-07,-2.138888888888889
FIFO,19,152,36.84210526315789,1.4901161193847656e-07,-2.210526315789474
FIFO,20,160,40.0,1.4901161193847656e-07,-2.1
FIFO,21,168,42.857142857142854,1.4901161193847656e-07,-2.0
FIFO,22,176,45.45454545454545,1.517209139737216e-07,-1.9090909090909092
FIFO,23,184,47.82608695652174,1.4901161193847656e-07,-1.826086956521739
FIFO,24,192,45.83333333333333,1.4776984850565594e-07,-1.8958333333333333
FIFO,25,200,48.0,1.4543533325195312e-07,-1.8199999999999998
FIFO,26,208,50.0,1.4557288243220404e-07,-1.75
FIFO,27,216,51.85185185185185,1.4349266334816262e-07,-1.6851851851851851
FIFO,28,224,50.0,1.4581850596836634e-07,-1.75
FIFO,29,232,48.275862068965516,1.4592861307078393e-07,-1.8103448275862069
FIFO,30,240,46.666666666666664,1.4901161193847656e-07,-1.8666666666666667
FIFO,31,248,48.38709677419355,1.4997297717678931e-07,-1.8064516129032255
FIFO,32,256,46.875,1.5087425708770752e-07,-1.859375
FIFO,33,264,48.484848484848484,1.535271153305516e-07,-1.8030303030303032
FIFO,34,272,50.0,1.5164122861974379e-07,-1.75
FIFO,35,280,51.42857142857142,1.50714601789202e-07,-1.7
FIFO,36,288,50.0,1.53150823381212e-07,-1.75
FIFO,37,296,48.64864864864865,1.5464988914695947e-07,-1.7972972972972971
FIFO,38,304,50.0,1.5450151343094675e-07,-1.75
FIFO,39,312,48.717948717948715,1.528324225010016e-07,-1.7948717948717947
FIFO,40,320,50.0,1.5422701835632324e-07,-1.75
FIFO,41,328,51.21951219512195,1.5555358514553164e-07,-1.707317073170732
FIFO,42,336,52.38095238095239,1.5468824477422806e-07,-1.6666666666666667
FIFO,43,344,53.48837209302325,1.5386315279228744e-07,-1.627906976744186
FIFO,44,352,54.54545454545454,1.5375289050015536e-07,-1.5909090909090908
FIFO,45,360,55.55555555555556,1.5497207641601563e-07,-1.5555555555555558
FIFO,46,368,54.347826086956516,1.561382542485776e-07,-1.597826086956522
FIFO,47,376,55.319148936170215,1.5598662356112866e-07,-1.5638297872340425
FIFO,48,384,54.166666666666664,1.564621925354004e-07,-1.6041666666666667
FIFO,49,392,53.06122448979592,1.550937185482103e-07,-1.6428571428571428
FIFO,50,400,52.0,1.5616416931152344e-07,-1.6800000000000002
FIFO,51,408,52.94117647058824,1.57777000876034e-07,-1.6470588235294117
FIFO,52,416,53.84615384615385,1.576084357041579e-07,-1.6153846153846154
FIFO,53,424,52.83018867924528,1.5800853945174307e-07,-1.650943396226415
FIFO,54,432,53.70370370370371,1.6170519369619863e-07,-1.6203703703703707
FIFO,55,440,52.72727272727272,1.6093254089355467e-07,-1.6545454545454545
FIFO,56,448,51.78571428571429,1.596552985055106e-07,-1.6875
FIFO,57,456,52.63157894736842,1.605142626846046e-07,-1.6578947368421053
FIFO,58,464,51.724137931034484,1.6031594112001614e-07,-1.6896551724137931
FIFO,59,472,50.847457627118644,1.6062946642859507e-07,-1.7203389830508473
FIFO,60,480,51.66666666666667,1.609325408935547e-07,-1.6916666666666667
FIFO,61,488,52.459016393442624,1.6171424115290407e-07,-1.6639344262295082
FIFO,62,496,51.61290322580645,1.6054799479822958e-07,-1.6935483870967745
FIFO,63,504,52.38095238095239,1.6083793034629217e-07,-1.6666666666666667
FIFO,64,512,53.125,1.6065314412117004e-07,-1.640625
FIFO,65,520,53.84615384615385,1.604740436260517e-07,-1.6153846153846154
FIFO,66,528,54.54545454545454,1.6075192075787168e-07,-1.5909090909090908
FIFO,67,536,55.223880597014926,1.6102150304993587e-07,-1.5671641791044777
FIFO,68,544,54.41176470588235,1.5996834811042336e-07,-1.5955882352941178
FIFO,69,552,55.072463768115945,1.6024147254833276e-07,-1.572463768115942
FIFO,70,560,55.714285714285715,1.6135828835623606e-07,-1.5500000000000003
FIFO,71,568,56.33802816901409,1.611843915052817e-07,-1.528169014084507
FIFO,72,576,56.94444444444444,1.6142924626668293e-07,-1.5069444444444442
FIFO,73,584,57.534246575342465,1.6085089069523224e-07,-1.4863013698630136
FIFO,74,592,56.75675675675676,1.6028816635544235e-07,-1.5135135135135136
FIFO,75,600,57.333333333333336,1.5934308369954427e-07,-1.4933333333333334
FIFO,76,608,56.57894736842105,1.592071432816355e-07,-1.519736842105263
FIFO,77,616,55.84415584415584,1.6217107896680957e-07,-1.5454545454545454
FIFO,78,624,55.12820512820513,1.6620525946983923e-07,-1.5705128205128207
FIFO,79,632,54.43037974683544,1.6636486294903331e-07,-1.5949367088607596
FIFO,80,640,55.00000000000001,1.6726553440093996e-07,-1.5749999999999997
FIFO,81,648,55.55555555555556,1.6851189695758585e-07,-1.5555555555555558
FIFO,82,656,54.87804878048781,1.6827408860369427e-07,-1.5792682926829267
FIFO,83,664,55.42168674698795,1.6876013882188913e-07,-1.560240963855422
FIFO,84,672,55.952380952380956,1.685250373113723e-07,-1.5416666666666665
FIFO,85,680,56.470588235294116,1.6724362092859604e-07,-1.5235294117647058
FIFO,86,688,55.81395348837209,1.687643139861351e-07,-1.5465116279069766
FIFO,87,696,56.32183908045977,1.7127771487181216e-07,-1.528735632183908
FIFO,88,704,55.68181818181818,1.7136335372924805e-07,-1.5511363636363638
FIFO,89,712,56.17977528089888,1.7144706811797755e-07,-1.5337078651685392
FIFO,90,720,56.666666666666664,1.7219119601779514e-07,-1.5166666666666666
FIFO,91,728,57.14285714285714,1.7259147141005966e-07,-1.4999999999999998
FIFO,92,736,57.608695652173914,1.7265910687653913e-07,-1.483695652173913
FIFO,93,744,58.06451612903226,1.7208437765798262e-07,-1.467741935483871
FIFO,94,752,58.51063829787234,1.7183892270351977e-07,-1.452127659574468
FIFO,95,760,58.94736842105262,1.7128492656506988e-07,-1.436842105263158
FIFO,96,768,59.375,1.7415732145309448e-07,-1.421875
FIFO,97,776,59.79381443298969,1.7481980864534672e-07,-1.407216494845361
FIFO,98,784,59.183673469387756,1.7881393432617188e-07,-1.4285714285714284
FIFO,99,792,59.59595959595959,1.8031910212353021e-07,-1.4141414141414141
FIFO,100,800,59.0,1.8030405044555664e-07,-1.435
MRU,1,8,0.0,3.2782554626464844e-07,-3.5
MRU,2,16,0.0,2.5331974029541016e-07,-3.5
MRU,3,24,0.0,2.2848447163899738e-07,-3.5
MRU,4,32,25.0,2.682209014892578e-07,-2.625
MRU,5,40,40.0,2.562999725341797e-07,-2.1
MRU,6,48,33.33333333333333,2.3345152537027997e-07,-2.3333333333333335
MRU,7,56,28.57142857142857,2.2990362984793525e-07,-2.5
MRU,8,64,25.0,2.123415470123291e-07,-2.625
MRU,9,72,33.33333333333333,2.1855036417643228e-07,-2.3333333333333335
MRU,10,80,40.0,2.2351741790771484e-07,-2.1
MRU,11,88,36.36363636363637,2.1403486078435724e-07,-2.227272727272727
MRU,12,96,33.33333333333333,2.0364920298258465e-07,-2.3333333333333335
MRU,13,104,38.46153846153847,2.1320122938889722e-07,-2.1538461538461537
MRU,14,112,42.857142857142854,2.1287373134068081e-07,-2.0
MRU,15,120,40.0,2.1258989969889322e-07,-2.1
MRU,16,128,37.5,2.0675361156463623e-07,-2.1875
MRU,17,136,41.17647058823529,2.0861625671386721e-07,-2.058823529411765
MRU,18,144,44.44444444444444,2.1192762586805557e-07,-1.9444444444444442
MRU,19,152,42.10526315789473,2.086162567138672e-07,-2.026315789473684
MRU,20,160,45.0,2.1308660507202147e-07,-1.9250000000000003
MRU,21,168,47.61904761904761,2.0861625671386716e-07,-1.8333333333333333
MRU,22,176,50.0,2.1132555874911224e-07,-1.75
MRU,23,184,47.82608695652174,2.0732050356657608e-07,-1.826086956521739
MRU,24,192,50.0,2.0737449328104654e-07,-1.75
MRU,25,200,52.0,2.086162567138672e-07,-1.6800000000000002
MRU,26,208,53.84615384615385,2.086162567138672e-07,-1.6153846153846154
MRU,27,216,51.85185185185185,2.064086772777416e-07,-1.6851851851851851
MRU,28,224,53.57142857142857,2.086162567138672e-07,-1.625
MRU,29,232,55.172413793103445,2.086162567138672e-07,-1.5689655172413794
MRU,30,240,56.666666666666664,2.096096674601237e-07,-1.5166666666666666
MRU,31,248,58.06451612903226,2.0957762195217994e-07,-1.467741935483871
MRU,32,256,59.375,2.0675361156463623e-07,-1.421875
MRU,33,264,60.60606060606061,2.095193573922822e-07,-1.3787878787878787
MRU,34,272,58.82352941176471,2.086162567138672e-07,-1.4411764705882353
MRU,35,280,57.14285714285714,2.0776476178850447e-07,-1.4999999999999998
MRU,36,288,58.333333333333336,2.086162567138672e-07,-1.4583333333333333
MRU,37,296,59.45945945945946,2.0781078854122677e-07,-1.4189189189189189
MRU,38,304,57.89473684210527,2.046948985049599e-07,-1.4736842105263155
MRU,39,312,58.97435897435898,2.0403128403883713e-07,-1.435897435897436
MRU,40,320,60.0,2.0414590835571288e-07,-1.4
MRU,41,328,60.97560975609756,2.0425494124249714e-07,-1.3658536585365855
MRU,42,336,59.523809523809526,2.0577794029599145e-07,-1.4166666666666667
MRU,43,344,58.139534883720934,2.030716385952262e-07,-1.4651162790697674
MRU,44,352,56.81818181818182,2.018430016257546e-07,-1.5113636363636362
MRU,45,360,57.77777777777777,2.0265579223632812e-07,-1.4777777777777776
MRU,46,368,56.52173913043478,2.0148961440376612e-07,-1.5217391304347827
MRU,47,376,55.319148936170215,2.0100715312551942e-07,-1.5638297872340425
MRU,48,384,54.166666666666664,2.0116567611694333e-07,-1.6041666666666667
MRU,49,392,55.10204081632652,2.0070951812121333e-07,-1.5714285714285714
MRU,50,400,54.0,1.9848346710205079e-07,-1.61
MRU,51,408,52.94117647058824,1.975134307262944e-07,-1.6470588235294117
MRU,52,416,51.92307692307693,1.9486133868877704e-07,-1.6826923076923077
MRU,53,424,50.943396226415096,1.939962495048091e-07,-1.7169811320754718
MRU,54,432,50.0,1.9150751608389394e-07,-1.75
MRU,55,440,49.09090909090909,1.90193002874201e-07,-1.7818181818181817
MRU,56,448,48.214285714285715,1.8892543656485422e-07,-1.8125000000000002
MRU,57,456,49.122807017543856,1.8979373731111225e-07,-1.780701754385965
MRU,58,464,50.0,1.906320966523269e-07,-1.75
MRU,59,472,50.847457627118644,1.9144203703282242e-07,-1.7203389830508473
MRU,60,480,50.0,1.9073486328125e-07,-1.75
MRU,61,488,49.18032786885246,1.9005087555431928e-07,-1.7786885245901638
MRU,62,496,50.0,1.9083099980508128e-07,-1.75
MRU,63,504,49.2063492063492,1.8969414726136224e-07,-1.7777777777777777
MRU,64,512,48.4375,1.885928213596344e-07,-1.8046875
MRU,65,520,47.69230769230769,1.8752538240872896e-07,-1.8307692307692307
MRU,66,528,46.96969696969697,1.8603873975349197e-07,-1.856060606060606
MRU,67,536,46.26865671641791,1.854860960547604e-07,-1.8805970149253732
MRU,68,544,47.05882352941176,1.862645149230957e-07,-1.8529411764705883
MRU,69,552,47.82608695652174,1.8745228864144586e-07,-1.826086956521739
MRU,70,560,47.14285714285714,1.8690313611711777e-07,-1.85
MRU,71,568,47.88732394366197,1.8804845675616199e-07,-1.823943661971831
MRU,72,576,47.22222222222222,1.8709235721164282e-07,-1.847222222222222
MRU,73,584,46.57534246575342,1.865707031668049e-07,-1.86986301369863
MRU,74,592,45.94594594594595,1.856604137936154e-07,-1.8918918918918917
MRU,75,600,45.33333333333333,1.8556912740071614e-07,-1.9133333333333336
MRU,76,608,46.05263157894737,1.862645149230957e-07,-1.888157894736842
MRU,77,616,45.45454545454545,1.8539366784033838e-07,-1.9090909090909092
MRU,78,624,44.871794871794876,1.8607347439496945e-07,-1.9294871794871793
MRU,79,632,44.303797468354425,1.8598158148270618e-07,-1.9493670886075949
MRU,80,640,43.75,1.855194568634033e-07,-1.96875
MRU,81,648,43.20987654320987,1.8506874272852768e-07,-1.9876543209876543
MRU,82,656,42.68292682926829,1.8499246457727943e-07,-2.0060975609756095
MRU,83,664,42.168674698795186,1.8419989620346622e-07,-2.0240963855421685
MRU,84,672,42.857142857142854,1.8520014626639228e-07,-2.0
MRU,85,680,42.35294117647059,1.851250143612132e-07,-2.0176470588235293
MRU,86,688,41.86046511627907,1.8539816834205803e-07,-2.0348837209302326
MRU,87,696,41.37931034482759,1.846373766318135e-07,-2.0517241379310347
MRU,88,704,40.909090909090914,1.8457120115106757e-07,-2.0681818181818183
MRU,89,712,40.44943820224719,1.8383679764994073e-07,-2.0842696629213484
MRU,90,720,40.0,1.8411212497287325e-07,-2.1
