iteration,num_publishers,lmm,samples,avg_hops,avg_hops_std,avg_delay,avg_delay_std,avg_success_rate,avg_success_rate_std
1,4,LMM-1,4,12.666666666666666,0.408248290463863,22.885512968555126,1.2213292909534765,0.4634883642871844,0.2126351167492842
1,4,LMM-2,4,12.666666666666666,0.408248290463863,18.59792419307447,3.222976418548568,0.48857048298304456,0.19638729451272438
1,6,LMM-1,4,12.854166666666666,0.30830517889476566,22.7713921474502,0.448130950039175,0.27673140178971284,0.20170833294742946
1,6,LMM-2,4,12.729166666666666,0.3247595264191646,19.51476756035528,2.047162959104183,0.31656453292969844,0.1907254931827297
1,8,LMM-1,4,11.010416666666666,0.1454608337892599,19.372151141822542,0.7365368890133474,0.3765299544327013,0.229403703189094
1,8,LMM-2,4,11.010416666666666,0.3150934054636287,15.315745378800699,3.041315419271514,0.40695896577416446,0.1909627905727268
1,10,LMM-1,4,10.333333333333334,0.3385016001931648,17.866364392103826,0.5322576070313094,0.36482914062711025,0.21989894539730837
1,10,LMM-2,4,10.270833333333334,0.5508043361000949,13.91238984021712,2.954760166644819,0.4062926044756579,0.2001047993810903
2,4,LMM-1,4,12.666666666666666,0.408248290463863,22.885512968555126,1.2213292909534765,0.4634883642871844,0.2126351167492842
2,4,LMM-2,4,12.666666666666666,0.408248290463863,18.59792419307447,3.222976418548568,0.48857048298304456,0.19638729451272438
2,6,LMM-1,4,12.854166666666666,0.30830517889476566,22.7713921474502,0.448130950039175,0.27673140178971284,0.20170833294742946
2,6,LMM-2,4,12.729166666666666,0.3247595264191646,19.51476756035528,2.047162959104183,0.31656453292969844,0.1907254931827297
2,8,LMM-1,4,11.010416666666666,0.1454608337892599,19.372151141822542,0.7365368890133474,0.3765299544327013,0.229403703189094
2,8,LMM-2,4,11.010416666666666,0.3150934054636287,15.315745378800699,3.041315419271514,0.40695896577416446,0.1909627905727268
2,10,LMM-1,4,10.333333333333334,0.3385016001931648,17.866364392103826,0.5322576070313094,0.36482914062711025,0.21989894539730837
2,10,LMM-2,4,10.270833333333334,0.5508043361000949,13.91238984021712,2.954760166644819,0.4062926044756579,0.2001047993810903
