iteration,num_users,lmm,samples,avg_hops,avg_hops_std,avg_delay,avg_delay_std,avg_success_rate,avg_success_rate_std
1,2,LMM-1,4,11.6875,1.0514127400787951,19.959390234396476,1.9498538825722698,0.6925221171452374,0.06449031472375134
1,2,LMM-2,4,11.6875,1.0514127400787951,19.959390234396476,1.9498538825722698,0.6925221171452374,0.06449031472375134
1,4,LMM-1,4,11.90625,1.094642493008562,20.752895386378565,2.2727047339026543,0.41760124887499794,0.08491780584766281
1,4,LMM-2,4,11.875,0.960143218483576,12.456116485241306,2.876462358686109,0.446429891877241,0.06741462154758968
1,6,LMM-1,4,11.458333333333332,1.1524430571616104,20.510924056546955,2.3390430801161717,0.2622122889175337,0.06286105172331583
1,6,LMM-2,4,11.333333333333332,1.3346347815039135,17.713934525656995,2.550123544016263,0.3134688875530412,0.05981857256300225
1,8,LMM-1,4,11.8125,1.1232625472257143,21.672210972609697,2.325418867902631,0.10924320619893982,0.056300941882538404
1,8,LMM-2,4,11.78125,1.0982052119253487,17.21138572715279,2.2951639795490033,0.16596568958704583,0.06387897733704628
2,2,LMM-1,4,11.6875,1.0514127400787951,19.959390234396476,1.9498538825722698,0.6925221171452374,0.06449031472375134
2,2,LMM-2,4,11.6875,1.0514127400787951,19.959390234396476,1.9498538825722698,0.6925221171452374,0.06449031472375134
2,4,LMM-1,4,11.90625,1.094642493008562,20.752895386378565,2.2727047339026543,0.41760124887499794,0.08491780584766281
2,4,LMM-2,4,11.875,0.960143218483576,12.456116485241306,2.876462358686109,0.446429891877241,0.06741462154758968
2,6,LMM-1,4,11.458333333333332,1.1524430571616104,20.510924056546955,2.3390430801161717,0.2622122889175337,0.06286105172331583
2,6,LMM-2,4,11.333333333333332,1.3346347815039135,17.713934525656995,2.550123544016263,0.3134688875530412,0.05981857256300225
2,8,LMM-1,4,11.8125,1.1232625472257143,21.672210972609697,2.325418867902631,0.10924320619893982,0.056300941882538404
2,8,LMM-2,4,11.78125,1.0982052119253487,17.21138572715279,2.2951639795490033,0.16596568958704583,0.06387897733704628
