num_publishers,lmm,samples,avg_hops,avg_hops_std,avg_delay,avg_delay_std,avg_success_rate,avg_success_rate_std
4,LMM-1,12,11.041666666666666,0.6640573937712178,11.039583333333338,0.630854524082657,0.6461571225011757,0.043085361143927046
4,LMM-2,12,11.041666666666666,0.6640573937712178,7.99790219907408,1.9870722000946774,0.6877942651337814,0.019648148161464818
6,LMM-1,12,9.722222222222223,0.44270492918081156,9.786111111111117,0.4205696827217717,0.6808972083644157,0.03671131543286942
6,LMM-2,12,9.678819444444445,0.50707225843075,7.501924189814819,1.477630193924357,0.7127757143633081,0.01949758430196643
8,LMM-1,12,8.68113425925926,0.5527595899940753,8.7970775462963,0.5251216104943721,0.6615491836205781,0.06814728529245634
8,LMM-2,12,8.34201388888889,0.49383639103304144,6.609047067901238,1.1331565392964829,0.7101616066925471,0.0393029830230663
10,LMM-1,12,7.476851851851852,0.12436610533021801,7.653009259259263,0.11814780006370715,0.7021282622443367,0.06428451103551013
10,LMM-2,12,7.130787037037037,0.2413770303882287,5.982518325617288,1.068037188301333,0.762094238043999,0.03299104366665896
