Simulation Time,Subscribers,Total Requests,Hop Reduction Ratio,Cache Hit Ratio (%),Latency,Active Paths,Policy,Publishers
2025-12-27 20:39:10,2,13,0,0.0,0.0009863669724523756,2,RandomForest,2
2025-12-27 20:39:10,2,26,0,0.0,0.0020945362641596973,4,RandomForest,2
2025-12-27 20:39:10,2,39,0,0.0,0.0012018846479358773,6,RandomForest,2
2025-12-27 20:39:10,2,52,0,0.0,0.0006873216475987262,8,RandomForest,2
2025-12-27 20:39:11,2,65,0,0.0,0.0006354610915598371,10,RandomForest,2
2025-12-27 20:39:11,2,78,0,0.0,0.0012732686990018125,12,RandomForest,2
2025-12-27 20:39:11,2,91,0,0.0,0.000481085962735743,14,RandomForest,2
2025-12-27 20:39:11,2,97,0,1.0309278350515463,0.00011190044614935603,16,RandomForest,2
2025-12-27 20:39:11,2,110,0,0.9090909090909091,0.00032823203052576483,18,RandomForest,2
2025-12-27 20:39:11,2,123,0,0.8130081300813009,8.270471974538296e-05,20,RandomForest,2
2025-12-27 20:39:11,2,136,0,0.7352941176470588,0.0001410852650858447,22,RandomForest,2
2025-12-27 20:39:11,2,149,0,0.6711409395973155,8.017525425149099e-05,24,RandomForest,2
2025-12-27 20:39:11,2,162,0,0.6172839506172839,0.00011086989599788344,26,RandomForest,2
2025-12-27 20:39:11,2,175,0,0.5714285714285714,0.00021003196866965212,29,RandomForest,2
2025-12-27 20:39:11,2,188,0,0.5319148936170213,0.0002868316289685128,32,RandomForest,2
2025-12-27 20:39:11,2,201,0,0.4975124378109453,0.00027735821658740996,34,RandomForest,2
2025-12-27 20:39:11,2,214,0,0.46728971962616817,0.0001478972283808414,36,RandomForest,2
2025-12-27 20:39:11,2,220,0,0.45454545454545453,0.0002630246494050941,37,RandomForest,2
2025-12-27 20:39:11,2,233,0,0.8583690987124464,0.0003417590283655521,40,RandomForest,2
2025-12-27 20:39:11,2,246,0,0.8130081300813009,0.00016295189892438915,42,RandomForest,2
