iteration,num_users,lmm,samples,avg_hops,avg_hops_std,avg_delay,avg_delay_std,avg_success_rate,avg_success_rate_std
1,2,LMM-1,4,12.25,0.8374896350934077,29.754123492091505,2.614540054257371,0.7852899944633565,0.025141577996932372
1,2,LMM-2,4,12.25,0.8374896350934077,29.754123492091505,2.614540054257371,0.7852899944633565,0.025141577996932372
1,4,LMM-1,4,11.875,1.0499669306961796,30.46959971741877,3.506431358457785,0.579008221966552,0.05259967451459085
1,4,LMM-2,4,12.125,0.6601241465731194,28.66543557652926,2.3442273250047676,0.5914014893253301,0.03673042418853677
1,6,LMM-1,4,11.722222222222221,1.3211246611771237,31.476977081593194,3.8352879269860245,0.3986441984095632,0.052116183628048506
1,6,LMM-2,4,12.26388888888889,0.929933457064484,26.28654194934708,3.004814490951371,0.4230880912111339,0.048770804620390344
1,8,LMM-1,4,12.25,0.8374896350934077,34.78361034273304,3.5791942389656604,0.22419336270947884,0.04965256103553873
1,8,LMM-2,4,12.0,1.1960583412006105,24.490866428971454,3.9114027444315465,0.3215217702514526,0.06735479772946815
2,2,LMM-1,4,8.0,1.4577379737113252,19.9237531816883,4.449864789732229,0.8499717264802609,0.04019041260439766
2,2,LMM-2,4,7.833333333333334,1.6029486718059454,19.456258975044193,4.843144226476317,0.8538452295196142,0.0433576865407281
2,4,LMM-1,4,8.020833333333334,1.4653106894671406,21.00528087977277,4.7014091779358465,0.6903387527186653,0.0721305547167649
2,4,LMM-2,4,8.145833333333334,1.527951379025742,19.55305379103262,4.154547049624122,0.7027957872868601,0.07446401435030944
2,6,LMM-1,4,8.0,1.4577379737113252,21.92591206716685,4.925936837377852,0.5362172420443968,0.09300789901751776
2,6,LMM-2,4,7.916666666666667,1.6454670244022092,17.433196998466144,4.503383324888866,0.5861913796040226,0.10544116812547212
2,8,LMM-1,4,8.041666666666666,1.4012643100666864,22.523815808729637,5.1024169569426165,0.4166578034973715,0.10267720384865112
2,8,LMM-2,4,8.020833333333334,1.5572132784061545,17.465803926914838,4.732675107616686,0.47025245949449457,0.11702851592179495
3,2,LMM-1,4,12.75,2.165063509461097,32.77868017166252,6.412776640616225,0.7515117949007426,0.04858388967488209
3,2,LMM-2,4,12.75,2.165063509461097,32.77868017166252,6.412776640616225,0.7515117949007426,0.04858388967488209
3,4,LMM-1,4,12.75,2.165063509461097,34.959643184920175,6.945781603577267,0.5099767452805342,0.07987223690716366
3,4,LMM-2,4,12.75,2.165063509461097,32.26800294308617,6.661993158035774,0.533494160990919,0.07719650232459493
3,6,LMM-1,4,12.75,2.165063509461097,37.066923068467304,7.504688968696403,0.3136222631795837,0.08622061633320079
3,6,LMM-2,4,12.75,2.165063509461097,29.654842403313765,6.944870393807946,0.3679411128612322,0.08570114996955507
3,8,LMM-1,4,12.75,2.165063509461097,39.18606888232713,8.061728469973723,0.1758855061336515,0.07344501152329673
3,8,LMM-2,4,12.75,2.165063509461097,27.85582014254265,5.24872996463131,0.25752671881303146,0.07304373285054727
4,2,LMM-1,4,9.625,1.4737282653189494,22.839559587038263,3.7201888359959483,0.8377417389001152,0.02857269294066228
4,2,LMM-2,4,9.625,1.4737282653189494,22.839559587038263,3.7201888359959483,0.8377417389001152,0.02857269294066228
4,4,LMM-1,4,9.6875,1.4060570855330794,24.21998005235071,3.8136699876872693,0.6565278835771718,0.052953064460603834
4,4,LMM-2,4,9.666666666666666,1.3856907623596573,22.36676849828207,3.0328352531663243,0.6747255629095302,0.04801543359235091
4,6,LMM-1,4,9.708333333333334,1.2983697042402405,25.302516944549783,3.95814055422061,0.4895261096772713,0.07320915163152063
4,6,LMM-2,4,9.625,1.4737282653189494,19.7545990570885,3.241509325174737,0.5245900925433323,0.06504542633811224
