Simulation Time,Subscribers,Total Requests,Explored Paths,Selected Disjoint Paths,Cache Hit Ratio (%),Method
2025-12-28 17:59:49,2,9,16,8,0.0,StrictSelection
2025-12-28 17:59:49,2,18,32,16,0.0,StrictSelection
2025-12-28 17:59:49,2,27,48,26,0.0,StrictSelection
2025-12-28 17:59:49,2,36,64,33,0.0,StrictSelection
2025-12-28 17:59:49,2,45,80,39,0.0,StrictSelection
