num_publishers,lmm,samples,avg_hops,avg_hops_std,avg_delay,avg_delay_std,avg_success_rate,avg_success_rate_std
4,LMM-1,4,11.104166666666668,0.13661330258962523,30.90027776764797,2.3512725166439754,0.4695509446608352,0.2273909832087565
4,LMM-2,4,11.0,0.0,27.649086492564553,0.7929790003070303,0.5639145862689987,0.1744086917834369
6,LMM-1,4,10.0,0.0,26.433873474093346,1.6776677726148201,0.5347384805309697,0.20512140951756416
6,LMM-2,4,10.0,0.0,24.50080110708124,0.6831890593166665,0.6036131477281638,0.16468464752455697
8,LMM-1,4,10.0,0.0,26.18288614375408,1.9436607043490166,0.5366081346818254,0.21303741593826128
8,LMM-2,4,10.0,0.0,23.883250505964767,0.49160785057323336,0.6272636903222073,0.15349713508577612
10,LMM-1,4,9.041666666666666,0.07216878364870297,23.601069310898176,1.6024373782938874,0.5690141785167202,0.20356285122275
10,LMM-2,4,7.572916666666667,0.8751859921372903,17.325095692661645,2.09358757177319,0.7408407965661066,0.09475016640961836
