num_publishers,num_users,lmm,samples,avg_hops,avg_hops_std,avg_delay,avg_delay_std,avg_success_rate,avg_success_rate_std
4,2,LMM-1,3,11.041666666666666,0.6640573937712178,11.03958333333334,0.6308545240826581,0.7017054110164928,0.017314432484423065
4,2,LMM-2,3,11.041666666666666,0.6640573937712178,11.03958333333334,0.6308545240826581,0.7017054110164928,0.017314432484423065
4,4,LMM-1,3,11.041666666666666,0.6640573937712178,11.039583333333338,0.6308545240826566,0.6641585450833041,0.016661231850993267
4,4,LMM-2,3,11.041666666666666,0.6640573937712178,6.03958333333334,0.6308545240826574,0.7017595172583361,0.01724240942923497
4,6,LMM-1,3,11.041666666666666,0.6640573937712178,11.039583333333338,0.6308545240826566,0.6249824814481166,0.01041260519939193
4,6,LMM-2,3,11.041666666666666,0.6640573937712178,8.154629629629634,0.47652766758061516,0.673441439579781,0.009160291160159541
4,8,LMM-1,3,11.041666666666666,0.6640573937712178,11.039583333333338,0.6308545240826566,0.5937820524567896,0.01176468680757635
4,8,LMM-2,3,11.041666666666666,0.6640573937712178,6.7578125000000036,0.3486651442465963,0.6742706926805156,0.009260607724271269
6,2,LMM-1,3,9.722222222222223,0.4427049291808114,9.786111111111117,0.42056968272177214,0.7280071486826011,0.014794354151562054
6,2,LMM-2,3,9.722222222222223,0.4427049291808114,9.786111111111117,0.42056968272177214,0.7279995861456952,0.014804984399948873
6,4,LMM-1,3,9.722222222222223,0.4427049291808114,9.786111111111115,0.42056968272177203,0.6978168615228427,0.01261519548283749
6,4,LMM-2,3,9.743055555555555,0.4167823913367678,6.663541666666672,0.9161966124358287,0.7140154668577101,0.025859266700492607
6,6,LMM-1,3,9.722222222222221,0.4427049291808121,9.786111111111117,0.4205696827217713,0.6613023930593024,0.009538958294028673
6,6,LMM-2,3,9.611111111111112,0.5866308911650796,7.159953703703707,0.6402376898888291,0.7054146613811613,0.010634721242857385
6,8,LMM-1,3,9.722222222222223,0.4427049291808114,9.786111111111117,0.4205696827217713,0.6364624301929166,0.007605753631494772
6,8,LMM-2,3,9.63888888888889,0.5499719409228698,6.398090277777783,0.22710417101981697,0.7036731430686659,0.012218489173869971
8,2,LMM-1,3,8.402777777777777,0.47181354865175046,8.532638888888892,0.44822287121916393,0.755754665192684,0.024973965382192147
8,2,LMM-2,3,8.194444444444445,0.4101339738953719,8.334722222222226,0.389627275200604,0.764880499837679,0.018081359136854238
8,4,LMM-1,3,8.729166666666666,0.5162296538901612,8.842708333333336,0.49041817119565306,0.677745931331572,0.025616468843892907
8,4,LMM-2,3,8.3125,0.4252586358998574,6.184375000000004,0.5220991562291449,0.7214617220530775,0.017344582044354035
8,6,LMM-1,3,8.800925925925926,0.5532746386639747,8.910879629629633,0.5256109067307765,0.6208307567993493,0.025763052392589112
8,6,LMM-2,3,8.458333333333334,0.5909990147123314,6.3709104938271635,0.5591133932769686,0.6750386283192581,0.014751705475624257
8,8,LMM-1,3,8.791666666666666,0.5662171419622082,8.902083333333337,0.5379062848640985,0.5918653811587072,0.03133277320019118
8,8,LMM-2,3,8.402777777777777,0.4871269148516016,5.5461805555555586,0.2333985575587914,0.6792655765601737,0.004845291233375978
10,2,LMM-1,3,7.326388888888888,0.04280843057617356,7.510069444444448,0.040668009047365006,0.7757913119740407,0.043481106442042866
10,2,LMM-2,3,6.972222222222221,0.19934305686676856,7.173611111111114,0.18937590402343002,0.7998521941029426,0.027791697665381178
10,4,LMM-1,3,7.513888888888889,0.07856742013183854,7.6881944444444485,0.07463904912524663,0.7145767944668187,0.0370813912820621
10,4,LMM-2,3,7.1319444444444455,0.26370607702843807,6.668055555555559,0.6993183133559863,0.7521752357620964,0.030292087181361747
10,6,LMM-1,3,7.56712962962963,0.07822567244775809,7.7387731481481525,0.07431438882537007,0.6754088312328254,0.042893231572197946
10,6,LMM-2,3,7.217592592592593,0.20359845766014867,5.430941358024693,0.17607047478320315,0.7460126875193618,0.020840384364332106
10,8,LMM-1,3,7.5,0.12266334536566471,7.675000000000004,0.11653017809738153,0.642736111303662,0.040024511088092296
10,8,LMM-2,3,7.201388888888888,0.21132116742642987,4.6574652777777805,0.2413245652933895,0.7503368347915952,0.0175619638123908
