num_publishers,num_users,lmm,samples,avg_hops,avg_hops_std,avg_delay,avg_delay_std,avg_success_rate,avg_success_rate_std
4,2,LMM-1,15,12.816666666666666,2.137885767658215,32.89744660924466,5.429604963657035,0.6950462625637145,0.1936828496701354
4,2,LMM-2,15,12.816666666666666,2.137885767658215,32.87172617024707,5.391025179814143,0.6954311823216249,0.19349746078171262
4,4,LMM-1,15,13.53888888888889,2.5285163756100917,36.03792749637498,7.241278075231167,0.4618404019709462,0.10755093605879622
4,4,LMM-2,15,13.255555555555556,2.675067784995548,24.411620992595026,7.282513743423801,0.5106539364296252,0.08039128481034409
4,6,LMM-1,15,12.666666666666666,2.085887323401225,35.90460155865296,6.201639393580931,0.2556978547202358,0.12937079446227992
4,6,LMM-2,15,12.66111111111111,2.0819921608941496,32.40635942723991,5.703568493571394,0.2895708523103856,0.13770403683416987
4,8,LMM-1,15,13.12361111111111,2.370066350584481,38.58203274356571,7.850297792461127,0.11755087708619281,0.08843040125443512
4,8,LMM-2,15,12.941666666666666,2.320253518236507,32.30853162196069,7.038696358225689,0.1546798128818491,0.10047741039239834
6,2,LMM-1,15,12.083333333333334,2.9149995235372206,30.440678550568137,6.238638745683897,0.6902283655166194,0.19910269962176658
6,2,LMM-2,15,11.916666666666666,2.9006704205905383,30.005974559262363,6.293644208054545,0.6945069009576101,0.195946872493078
6,4,LMM-1,15,12.405555555555557,2.0498117950342976,32.532132536620836,5.876550378605302,0.477575755304199,0.10419817492823609
6,4,LMM-2,15,12.055555555555555,2.11950087299281,21.176281030718567,5.4151623443740355,0.5355067574245377,0.08401845632767041
6,6,LMM-1,15,12.142592592592592,2.4838752964551567,33.43019207418666,6.934300746448258,0.25610304343019763,0.1369479081633537
6,6,LMM-2,15,11.801851851851852,2.510448672592791,29.191664907734374,6.746421438295424,0.2980703777337758,0.13891233777566622
6,8,LMM-1,15,12.080555555555556,2.338707435558326,34.83675842140084,7.140262025224056,0.14589592182807606,0.08764714625072885
6,8,LMM-2,15,11.702777777777778,2.523448673913647,28.29275031344341,6.995589394699864,0.1908734893059966,0.09892220047308566
8,2,LMM-1,15,11.127777777777776,2.3382619904113544,26.70965369638599,6.0784880358023665,0.7637684906414893,0.08168395068090296
8,2,LMM-2,15,10.977777777777778,2.27393985609466,26.301993167608664,5.914936341110121,0.7683698598347986,0.06892780674186359
8,4,LMM-1,15,11.802777777777777,2.5674451681307673,29.99459839177533,7.54315544350081,0.4825329273848861,0.11098398155385175
8,4,LMM-2,15,11.452777777777778,2.689867246253825,19.40919993149549,6.813267764557615,0.5381457363842225,0.07694349042407413
8,6,LMM-1,15,11.07037037037037,2.349850416977079,28.85693230417579,7.14564173412113,0.3472882025992725,0.11579952751097645
8,6,LMM-2,15,10.794444444444444,2.3442162430626325,24.914973550026847,6.704821887929387,0.39096889064320567,0.09822645103776297
8,8,LMM-1,15,11.59861111111111,2.3131251240488857,31.872117051686082,7.6677299480757855,0.18708477185159392,0.08326302599538558
8,8,LMM-2,15,11.134722222222223,2.531649964590262,25.28430877269102,7.540288603677488,0.2480846492240916,0.0775565836834173
10,2,LMM-1,15,9.644444444444444,2.131220018072301,22.62119666947465,5.464738546137844,0.7944176397171577,0.07602038611890598
10,2,LMM-2,15,9.394444444444444,2.188451732996257,21.983891453201984,5.604446111009442,0.8020608478313384,0.06436506405629537
10,4,LMM-1,15,9.772222222222222,1.5394403344104886,24.163133010794123,4.277219567901654,0.5749195540307952,0.13485418265159255
10,4,LMM-2,15,9.422222222222222,1.5786382630077416,15.31045193413256,3.36203468885008,0.6211757224796964,0.09494119427402217
10,6,LMM-1,15,9.746296296296297,1.7283899911742202,24.722277125632186,5.038080003856479,0.4101080090129699,0.1256932688325271
10,6,LMM-2,15,9.22037037037037,1.8680623823823121,20.372267835988467,5.192417657629069,0.47493360259179934,0.09420837145409044
10,8,LMM-1,15,9.71388888888889,1.8459550791720225,25.941232153425865,5.878364779102708,0.2660090605095794,0.13332010579950077
10,8,LMM-2,15,9.2375,2.0806621764699313,19.607646551795817,5.95675559905138,0.33909004318921243,0.1301391357725863
