num_publishers,num_users,lmm,samples,avg_hops,avg_hops_std,avg_delay,avg_delay_std,avg_success_rate,avg_success_rate_std
4,2,LMM-1,15,13.31111111111111,2.347470401080835,33.848285045863584,5.930505735721514,0.7461910558052978,0.04252183839277563
4,2,LMM-2,15,13.3,2.331904324319027,33.771311199934715,5.857803892202728,0.7469360456827759,0.04204174013803277
4,4,LMM-1,15,13.394444444444444,2.498975098557382,35.99739762666745,6.68850192520917,0.5041116290275113,0.07227957123798641
4,4,LMM-2,15,13.16111111111111,2.188240174598848,29.33235678189572,5.932088261931261,0.5374786440403728,0.06491848666608505
4,6,LMM-1,15,13.32962962962963,2.3425274474912046,37.45894864043685,7.046315047628372,0.32263834608401915,0.08061300069678475
4,6,LMM-2,15,13.040740740740741,2.166758465924863,31.712086086255816,6.458723135355215,0.3662529511582046,0.07547291456983744
4,8,LMM-1,15,13.277777777777777,2.2949555524354546,38.70531028389036,7.633756859335875,0.19798657204530298,0.07272896636530567
4,8,LMM-2,15,13.022222222222222,2.1754558199814946,33.269886685276774,6.819878568877346,0.2424882817041957,0.07297148761621448
6,2,LMM-1,15,12.355555555555556,2.2891585601657756,30.526911053745803,5.909551010014847,0.7739470258461921,0.043589286389839436
6,2,LMM-2,15,12.355555555555556,2.2891585601657756,30.5156524309697,5.896455652766758,0.7741108276022571,0.04345814134648873
6,4,LMM-1,15,12.527777777777777,2.4607411309563316,32.71461059177081,6.600282658447828,0.543203675200304,0.07366997076815113
6,4,LMM-2,15,12.333333333333334,2.069845225918899,26.441544327559914,5.481554593385027,0.5731055659610234,0.06455363381185902
6,6,LMM-1,15,12.437037037037038,2.3641585272223464,33.9568330439604,7.010601089473202,0.3638553501577803,0.0873324590860661
6,6,LMM-2,15,12.214814814814815,2.095347252781593,28.51098992766443,6.227497509082905,0.40759046248492264,0.0785569769605116
6,8,LMM-1,15,12.35,2.273274681550335,34.97147572258695,7.436947525381304,0.23538468306608767,0.0837572821810141
6,8,LMM-2,15,12.194444444444445,2.16392276396249,29.940250918962317,6.738273895272788,0.28336778405005525,0.08410369238428463
8,2,LMM-1,15,11.11111111111111,2.666435175137374,26.589817036380733,6.789671787753669,0.8084946279469228,0.05071643154530423
8,2,LMM-2,15,11.055555555555555,2.7350040061360508,26.444746688447616,6.9275118947239385,0.8095680121967129,0.051497355644088756
8,4,LMM-1,15,11.016666666666667,2.76522720250642,27.78483608318722,7.458086211131729,0.6119227585554335,0.0889067138832659
8,4,LMM-2,15,10.916666666666666,2.4761828449210856,22.80430925281316,5.851245501253725,0.6356652344233648,0.07667083254308871
8,6,LMM-1,15,11.074074074074074,2.7424169048687217,29.092229314161973,7.936423144905411,0.4403355549024001,0.1045137880015467
8,6,LMM-2,15,10.74074074074074,2.4588520412518067,23.608741936908807,7.0589009636389015,0.4867660247942637,0.09604357147769145
8,8,LMM-1,15,11.127777777777776,2.651146968184446,30.207269142987716,8.232824863521886,0.3063325627455044,0.09983387730656468
8,8,LMM-2,15,10.833333333333334,2.4693022706229595,25.21515999806025,7.356069884389202,0.35918425662455467,0.09734479208645595
10,2,LMM-1,15,9.022222222222222,2.056486275779427,21.14901242827498,5.379546340602756,0.8516647158880082,0.042129060880151704
10,2,LMM-2,15,8.966666666666667,2.108360781551674,20.992832049015988,5.520669328307697,0.8533483630781994,0.04341124931022252
10,4,LMM-1,15,8.872222222222224,1.9007470915860532,21.93617238296567,5.4891833427603025,0.6902998570874798,0.07762589318897997
10,4,LMM-2,15,8.81111111111111,1.9084283495672818,18.840906770621125,3.816203602412697,0.710017850169854,0.07234608828928248
10,6,LMM-1,15,8.95185185185185,1.942259795664472,22.988182581591225,5.940258314438266,0.5356490361435535,0.10128915198331839
10,6,LMM-2,15,8.696296296296298,2.03010943233862,18.134198775732095,5.695038585411659,0.584409166700603,0.10632580973247797
10,8,LMM-1,15,9.152777777777777,2.1118967836263587,24.116544603938518,6.575203864056893,0.40437345738853264,0.11235196790809318
10,8,LMM-2,15,8.863888888888889,1.8676378095482864,19.592427075525357,5.854521224007478,0.4597691961950021,0.1142696166666743
