chunking_mode,num_publishers,num_users,lmm,samples,avg_hops,avg_hops_std,avg_delay,avg_delay_std,avg_success_rate,avg_success_rate_std
with_chunking,6,8,LMM-2,100,12.078645833333333,2.24933167881086,12.037651041666646,2.1674026898578957,0.5162571178273169,0.09824311072182679
with_chunking,8,2,LMM-1,100,11.0575,1.8582658806891261,11.054625000000009,1.765352586654672,0.6806886967698977,0.09494272706285332
with_chunking,8,2,LMM-2,100,10.965208333333333,1.9158627276815645,10.966947916666674,1.8200695912974885,0.6863488522659345,0.08718465655766697
with_chunking,8,4,LMM-1,100,11.061666666666667,1.8591224034772726,11.058583333333322,1.766166283303406,0.6178375684058995,0.11025254462019733
with_chunking,8,4,LMM-2,100,10.914583333333333,1.9451584750491553,10.918854166666655,1.8479005512966944,0.6318543191294064,0.0959096393892703
with_chunking,8,6,LMM-1,100,11.061666666666667,1.8591224034772726,11.058583333333308,1.7661662833034044,0.5650968916868802,0.11965126461749553
with_chunking,8,6,LMM-2,100,10.947708333333333,1.9289270347030583,10.950322916666643,1.8324806829679006,0.5838604084690519,0.09916685922269713
with_chunking,8,8,LMM-1,100,11.061666666666667,1.8591224034772726,11.08649999999998,1.7968607965622194,0.5169344061882337,0.12702308357317268
with_chunking,8,8,LMM-2,100,10.95453125,1.9326470718469466,10.96267968749998,1.8612293349945839,0.5385314666885358,0.10438200185124376
with_chunking,10,2,LMM-1,100,10.149583333333334,1.7629392183226285,10.192104166666672,1.674792257406499,0.7027133947140412,0.09311333196978964
with_chunking,10,2,LMM-2,100,9.936666666666666,1.931828437287098,9.989833333333339,1.8352370154227453,0.7167553785763472,0.08612099655875396
with_chunking,10,4,LMM-1,100,10.143125,1.7591147922834813,10.18596874999999,1.6711590526693045,0.6426871064707237,0.10677571545628105
with_chunking,10,4,LMM-2,100,9.89875,1.9325721831423415,9.95381249999999,1.8359435739852217,0.6675445645668829,0.09686107572648509
with_chunking,10,6,LMM-1,100,10.143333333333334,1.7590275091020544,10.186166666666644,1.6710761336469475,0.590572030426297,0.11647584075020047
with_chunking,10,6,LMM-2,100,9.964930555555556,1.8760031717110879,10.016684027777755,1.7822030131255293,0.6228002252179681,0.1033754577376911
with_chunking,10,8,LMM-1,100,10.143333333333334,1.7590275091020544,10.192041666666649,1.7014038418277133,0.5428679051353837,0.12401927634717042
with_chunking,10,8,LMM-2,100,9.981354166666666,1.8641609711347578,10.038161458333315,1.8001005346861056,0.5793933047528976,0.10859594170848257
without_chunking,4,2,LMM-1,100,13.025,2.4262883175748096,12.923750000000009,2.3049739016960706,0.7532258775207528,0.04459518049559346
without_chunking,4,2,LMM-2,100,13.025,2.4262883175748096,12.923750000000009,2.3049739016960706,0.7532258775207528,0.04459518049559346
without_chunking,4,4,LMM-1,100,13.025,2.4262883175748096,12.923749999999986,2.304973901696064,0.7068600836850233,0.05220655032593199
without_chunking,4,4,LMM-2,100,13.025,2.4262883175748096,12.823749999999986,2.0994415179994848,0.7075510143538696,0.049850563873482356
without_chunking,4,6,LMM-1,100,13.025,2.4262883175748096,12.92374999999997,2.304973901696062,0.6634247595861211,0.05899161113201371
without_chunking,4,6,LMM-2,100,13.025,2.4262883175748096,12.857083333333305,2.118821532715763,0.6640684085564332,0.05683956501610799
without_chunking,4,8,LMM-1,100,13.025,2.4262883175748096,12.961249999999977,2.4229259816387265,0.620985335864196,0.07122313083929929
without_chunking,4,8,LMM-2,100,13.025,2.4262883175748096,12.843749999999977,2.1466329011966594,0.623185556039183,0.06360426622812035
without_chunking,6,2,LMM-1,100,12.09,2.2431896932716144,12.035500000000008,2.1310302086080357,0.7740156187356924,0.041325119327708444
without_chunking,6,2,LMM-2,100,12.0725,2.2583995992737864,12.01887500000001,2.1454796193100996,0.7748509354047216,0.04215880099739923
without_chunking,6,4,LMM-1,100,12.09,2.2431896932716144,12.035499999999988,2.1310302086080295,0.7284471240939532,0.04758201822499444
without_chunking,6,4,LMM-2,100,12.06,2.2773669006113177,12.006999999999987,2.1634985555807478,0.7300932471680299,0.0498708307119384
without_chunking,6,6,LMM-1,100,12.09,2.2431896932716144,12.035499999999974,2.1310302086080277,0.6855570428422904,0.05300224173713716
without_chunking,6,6,LMM-2,100,12.06,2.2773669006113177,12.006999999999973,2.163498555580746,0.6877262718910068,0.05630345976392307
without_chunking,6,8,LMM-1,100,12.09,2.2431896932716144,12.048437499999979,2.1615856764696457,0.6447064832572232,0.05889584936561303
without_chunking,6,8,LMM-2,100,12.06,2.2773669006113177,12.019937499999978,2.1937698886206674,0.6473604358511372,0.06315151299848264
without_chunking,8,2,LMM-1,100,10.97,1.954251774976807,10.971500000000008,1.8565391862279688,0.7999991878891072,0.036158024893327624
without_chunking,8,2,LMM-2,100,10.95,1.983053201505194,10.952500000000008,1.8839005414299366,0.8007817564856506,0.03750995958234502
without_chunking,8,4,LMM-1,100,10.97,1.954251774976807,10.97149999999999,1.8565391862279634,0.7596494296368305,0.04286775158291316
without_chunking,8,4,LMM-2,100,10.95,1.983053201505194,10.952499999999988,1.8839005414299312,0.7606399682708914,0.04467273696398253
without_chunking,8,6,LMM-1,100,10.97,1.954251774976807,10.971499999999976,1.8565391862279617,0.7213465781272871,0.049143839555543835
without_chunking,8,6,LMM-2,100,10.95,1.983053201505194,10.952499999999976,1.8839005414299297,0.7225348207034261,0.05138847631261459
without_chunking,8,8,LMM-1,100,10.97,1.954251774976807,10.97737499999998,1.8814328773238205,0.6847583115108788,0.055802837693964685
without_chunking,8,8,LMM-2,100,10.95,1.983053201505194,10.95837499999998,1.9084958532506666,0.6861335461608448,0.05843580116969687
without_chunking,10,2,LMM-1,100,9.99,1.9351744107444167,10.040500000000007,1.838415690207198,0.8200253388077178,0.03470314526703647
without_chunking,10,2,LMM-2,100,9.785,2.1888981246280057,9.845750000000006,2.0794532183966075,0.8262015829745681,0.042452905414919556
without_chunking,10,4,LMM-1,100,9.99,1.9351744107444167,10.040499999999989,1.838415690207193,0.7805823545420503,0.04091716063667731
without_chunking,10,4,LMM-2,100,9.6875,2.3094574579324902,9.75312499999999,2.193984585035863,0.7911619211162965,0.05548386899051476
without_chunking,10,6,LMM-1,100,9.99,1.9351744107444167,10.040499999999978,1.8384156902071913,0.7430092571230148,0.046506193462749125
without_chunking,10,6,LMM-2,100,9.6725,2.3352449015039087,9.738874999999979,2.218482656428708,0.7563709390485499,0.06560876366809157
without_chunking,10,8,LMM-1,100,9.99,1.9351744107444167,10.046374999999982,1.8664842409929394,0.706985326987986,0.05262303485273391
without_chunking,10,8,LMM-2,100,9.670625,2.3364612498124164,9.742968749999983,2.2437356969860938,0.7226982984825416,0.07525202686889432
