chunking_mode,num_publishers,num_users,lmm,samples,avg_hops,avg_hops_std,avg_delay,avg_delay_std,avg_success_rate,avg_success_rate_std
with_chunking,4,2,LMM-1,100,13.105416666666667,2.3316694588379754,13.000145833333342,2.2150859858960783,0.6799775265394992,0.09024567508766577
with_chunking,4,2,LMM-2,100,13.082916666666668,2.3461885092279635,12.978770833333343,2.228879083766567,0.6810685091678721,0.08780353291132702
with_chunking,4,4,LMM-1,100,13.101875,2.3330150359537143,12.996781249999986,2.2163642841560236,0.621809087760268,0.10070581918574624
with_chunking,4,4,LMM-2,100,13.065625,2.35854197950709,12.862343749999987,2.030473785317167,0.625600126126854,0.09400852734516965
with_chunking,4,6,LMM-1,100,13.101944444444444,2.3329730376591247,12.996847222222193,2.216324385776162,0.5709084922736704,0.108182582907278
with_chunking,4,6,LMM-2,100,13.064305555555556,2.361379604832159,12.894423611111083,2.052783783574035,0.5753663838810532,0.10090349115218232
with_chunking,4,8,LMM-1,100,13.101979166666668,2.332952114970757,13.054838541666646,2.334158556285322,0.5225993602129367,0.11629382287649839
with_chunking,4,8,LMM-2,100,13.059166666666668,2.365818730141616,12.876208333333311,2.0860734985836533,0.5294404048244781,0.1057377035040453
with_chunking,6,2,LMM-1,100,12.185833333333333,2.164345070300328,12.126541666666675,2.056127816785314,0.667865870504652,0.09132861257350447
with_chunking,6,2,LMM-2,100,12.122916666666667,2.205645967045583,12.066770833333342,2.095363668693306,0.6711754176883358,0.08572923683754036
with_chunking,6,4,LMM-1,100,12.19125,2.158020368236181,12.131687499999988,2.0501193498243677,0.6038058496275037,0.10356239580412999
with_chunking,6,4,LMM-2,100,12.063125,2.2517767965141315,12.009968749999986,2.1391879566884207,0.6143645063220406,0.08945368447308472
with_chunking,6,6,LMM-1,100,12.19,2.158963228547958,12.130499999999973,2.0510150671205545,0.5501322224334223,0.11160381945923892
with_chunking,6,6,LMM-2,100,12.078333333333333,2.249336767818845,12.02441666666664,2.1368699294278968,0.5638899778641753,0.09410129103049675
with_chunking,6,8,LMM-1,100,12.19,2.158963228547958,12.16468749999998,2.081219873301303,0.5007947577849202,0.11758702132092191
